give O 1
me O 1
a O 1
flight return    1
that O 1
leaves O 1
nyc fromcity    1
tomorrow date    1
morning time    1
for O 1
sf tocity    1
.    O 1
flight O 2
to O 2
nagoya tocity    2
in O 2
japan tocountry    2
.    O 2
flight O 3
to O 3
nagoya tocity    3
, O 3
japan tocountry    3
.    O 3
hey O 4
claire, O 4
man O 4
i O 4
really O 4
need O 4
a O 4
flight O 4
to O 4
milan tocity    4
tomorrow date    4
before beforeafter    4
5pm time    4
.    O 4
19th date    5
june date    5
one return    5
way return    5
prague fromcity    5
rome tocity    5
.    O 5
stuttgart fromcity    6
to O 6
berlin tocity    6
june date    6
1 date    6
economy Class    6
class O 6
one return    6
way return    6
no NoTimePreferences    6
time NoTimePreferences    6
preference NoTimePreferences    6
.    O 6
book O 7
me O 7
a O 7
flight return    7
to O 7
chicago tocity    7
illinois tocountry    7
.    O 7
could O 8
you O 8
book O 8
me O 8
a O 8
flight return    8
from O 8
lax fromcity    8
to O 8
jfk tocity    8
on date    8
the date    8
12th date    8
please O 8
? O 8
.    O 8
could O 9
you O 9
book O 9
me O 9
a O 9
flight return    9
on date    9
the date    9
12th date    9
from O 9
lax fromcity    9
to O 9
jfk tocity    9
? O 9
.    O 9
could O 10
you O 10
book O 10
me O 10
a O 10
flight return    10
on date    10
april date    10
12th date    10
from O 10
lax fromcity    10
to O 10
jfk tocity    10
? O 10
.    O 10
could O 11
you O 11
book O 11
me O 11
a O 11
flight return    11
from O 11
bkk fromcity    11
to O 11
nyc tocity    11
on date    11
the date    11
12th date    11
of date    11
april date    11
? O 11
.    O 11
book O 12
me O 12
a O 12
flight return    12
to O 12
jfk tocity    12
from O 12
lax fromcity    12
tomorrow date    12
between between    12
5pm time    12
and O 12
7pm time    12
.    O 12
could O 13
you O 13
book O 13
me O 13
a O 13
flight return    13
from O 13
lax fromcity    13
to O 13
jfk tocity    13
on O 13
the date    13
12th date    13
morning TimeFrame    13
, O 13
economy Class    13
please O 13
? O 13
.    O 13
to O 14
lax tocity    14
from O 14
jfk fromcity    14
tomorrow date    14
at O 14
5 time    14
pm time    14
in O 14
business Class    14
class Class    14
.    O 14
give O 15
me O 15
a O 15
flight return    15
that O 15
leaves O 15
nyc fromcity    15
tomorrow date    15
morning TimeFrame    15
for O 15
sf tocity    15
.    O 15
sjc fromcity    16
to O 16
lax tocity    16
april date    16
11 date    16
economy Class    16
land departurearrival    16
before beforeafter    16
12 time    16
one-way return    16
.    O 16
to O 17
lax tocity    17
from O 17
jfk fromcity    17
tomorrow date    17
at O 17
5 time    17
pm time    17
in O 17
business Class    17
class Class    17
.    O 17
to O 18
lax tocity    18
from O 18
jfk fromcity    18
tomorrow date    18
at O 18
5 time    18
pm time    18
in O 18
business Class    18
.    O 18
jfk fromcity    19
lax tocity    19
tomorrow date    19
between between    19
5pm time    19
and O 19
6pm time    19
.    O 19
jfk fromcity    20
lax tocity    20
tomorrow date    20
departs departurearrival    20
between between    20
5pm time    20
and O 20
6pm time    20
.    O 20
jfk fromcity    21
lax tocity    21
tomorrow date    21
that O 21
lands departurearrival    21
between between    21
5pm time    21
and O 21
6pm time    21
.    O 21
jfk fromcity    22
lax tocity    22
tomorrow date    22
that O 22
takes departurearrival    22
off departurearrival    22
between between    22
4pm time    22
and O 22
6pm time    22
and O 22
arrives departurearrival    22
after beforeafter    22
5pm time    22
.    O 22
jfk fromcity    23
lax tocity    23
tomorrow date    23
morning TimeFrame    23
departs departurearrival    23
between between    23
9am time    23
and O 23
1pm time    23
.    O 23
book O 24
me O 24
a O 24
flight return    24
.    O 24
can O 25
u O 25
book O 25
me O 25
a O 25
flight return    25
? O 25
.    O 25
i O 26
need O 26
a O 26
flight return    26
.    O 26
can O 27
i O 27
get O 27
a O 27
flight return    27
? O 27
.    O 27
claire, O 28
i O 28
need O 28
to O 28
leave O 28
la fromcity    28
for O 28
nyc tocity    28
next nextfollowing    28
monday date    28
at time    28
12pm time    28
.    O 28
book O 29
me O 29
a O 29
flight O 29
to O 29
ny tocity    29
from O 29
los fromcity    29
angeles fromcity    29
tomorrow date    29
morning TimeFrame    29
before beforeafter    29
12 time    29
pm time    29
, O 29
direct return    29
flight return    29
, O 29
business Class    29
class Class    29
.    O 29
give O 30
me O 30
a O 30
flight O 30
from O 30
rome fromcity    30
to O 30
bangkok tocity    30
the date    30
15th date    30
of date    30
may date    30
economy Class    30
class Class    30
, O 30
one return    30
way return    30
.    O 30
from O 31
bangkok fromcity    31
.    O 31
book O 32
me O 32
a O 32
flight return    32
from O 32
kuala fromcity    32
lumpur fromcity    32
.    O 32
i O 33
need O 33
a O 33
flight return    33
from O 33
paris fromcity    33
.    O 33
i O 34
need O 34
to O 34
book O 34
a O 34
flight return    34
from O 34
amsterdam fromcity    34
.    O 34
jfk fromcity    35
lax tocity    35
tomorrow date    35
that O 35
departs departurearrival    35
between between    35
5pm time    35
and O 35
6pm time    35
.    O 35
hi O 36
claire, O 36
can O 36
you O 36
help O 36
me O 36
find O 36
a O 36
flight return    36
from O 36
hanoi fromcity    36
? O 36
.    O 36
i O 37
wanna O 37
book O 37
a O 37
flight return    37
from O 37
dallas fromcity    37
.    O 37
i'd O 38
like O 38
to O 38
book O 38
a O 38
flight return    38
from O 38
chicago fromcity    38
.    O 38
find O 39
me O 39
a O 39
flight return    39
from O 39
taipei fromcity    39
.    O 39
book O 40
me O 40
a O 40
flight return    40
from O 40
manila fromcity    40
.    O 40
i O 41
need O 41
a O 41
flight return    41
from O 41
new fromcity    41
york fromcity    41
to O 41
san tocity    41
francisco tocity    41
.    O 41
hey O 42
claire O 42
find O 42
me O 42
the O 42
most preference    42
economic preference    42
flight return    42
from O 42
jfk fromcity    42
to O 42
lax tocity    42
.    O 42
hey O 43
claire O 43
find O 43
me O 43
the O 43
most preference    43
economic preference    43
flight return    43
with layover    43
no layover    43
layover layover    43
from O 43
jfk fromcity    43
to O 43
lax tocity    43
.    O 43
jfk fromcity    44
lax tocity    44
.    O 44
to O 45
lax tocity    45
from O 45
jfk fromcity    45
.    O 45
lax fromcity    46
to O 46
jfk tocity    46
.    O 46
most preference    47
economic preference    47
flight return    47
to O 47
lax tocity    47
from O 47
jfk fromcity    47
.    O 47
hey O 48
claire O 48
find O 48
me O 48
the O 48
least O 48
economic preference    48
flight return    48
from O 48
jfk fromcity    48
to O 48
lax tocity    48
.    O 48
book O 49
me O 49
bos fromcity    49
lax tocity    49
.    O 49
jfk fromcity    50
lax tocity    50
please O 50
.    O 50
book O 51
me O 51
a O 51
flight return    51
from O 51
jfk fromcity    51
to O 51
los tocity    51
angeles tocity    51
.    O 51
hi O 52
claire, O 52
book O 52
me O 52
a O 52
flight return    52
from O 52
nyc fromcity    52
to O 52
rome tocity    52
italy tocountry    52
.    O 52
book O 53
me O 53
a O 53
flight return    53
to O 53
lax tocity    53
from O 53
nyc fromcity    53
.    O 53
please O 54
book O 54
me O 54
a O 54
flight return    54
from O 54
jfk fromcity    54
to O 54
lax tocity    54
.    O 54
can O 55
i O 55
get O 55
a O 55
flight return    55
from O 55
ohio O 55
to O 55
seattle tocity    55
.    O 55
book O 56
me O 56
a O 56
flight return    56
to O 56
nyc tocity    56
from O 56
lax fromcity    56
.    O 56
buffalo, fromcity    57
new tocity    57
york tocity    57
.    O 57
nyc fromcity    58
to O 58
sfo tocity    58
.    O 58
cia fromcity    59
- O 59
nyc tocity    59
.    O 59
i O 60
want O 60
to O 60
fly O 60
to O 60
bkk tocity    60
from O 60
ams fromcity    60
.    O 60
i O 61
need O 61
a O 61
ticket return    61
from O 61
nyc fromcity    61
to O 61
bkk tocity    61
.    O 61
i O 62
need O 62
a O 62
flight return    62
to O 62
yangon tocity    62
from O 62
bangkok fromcity    62
.    O 62
flight return    63
bkk fromcity    63
to O 63
delhi tocity    63
.    O 63
hey O 64
claire O 64
buy O 64
me O 64
a O 64
direct layover    64
flight return    64
from O 64
boston fromcity    64
to O 64
new tocity    64
york tocity    64
please O 64
.    O 64
hey O 65
claire O 65
get O 65
me O 65
the O 65
most O 65
comfortable preference    65
flights return    65
to O 65
nyc tocity    65
from O 65
bangkok fromcity    65
.    O 65
hey O 66
claire O 66
buy O 66
me O 66
a O 66
flight return    66
from O 66
nyc fromcity    66
to O 66
bangkok tocity    66
with layover    66
no layover    66
layover layover    66
.    O 66
hey O 67
claire O 67
get O 67
me O 67
the O 67
most preference    67
economic preference    67
flights return    67
san fromcity    67
francisco fromcity    67
los tocity    67
angeles tocity    67
.    O 67
most O 68
comfortable preference    68
flight return    68
nyc fromcity    68
bkk tocity    68
.    O 68
comfortable preference    69
flight return    69
nyc fromcity    69
bkk tocity    69
.    O 69
overnight preference    70
flight return    70
nyc tocity    70
from O 70
bkk fromcity    70
.    O 70
overnight preference    71
flight return    71
from O 71
nyc fromcity    71
to O 71
bkk tocity    71
.    O 71
direct layover    72
flight return    72
from O 72
nyc fromcity    72
to O 72
bkk tocity    72
.    O 72
book O 73
me O 73
a O 73
flight return    73
from O 73
bangkok fromcity    73
to O 73
manila tocity    73
.    O 73
can O 74
u O 74
book O 74
me O 74
a O 74
flight return    74
from O 74
istanbul fromcity    74
to O 74
new tocity    74
delhi tocity    74
.    O 74
book O 75
me O 75
something O 75
from O 75
tel fromcity    75
aviv fromcity    75
to O 75
dubai tocity    75
.    O 75
i O 76
need O 76
a O 76
flight return    76
from O 76
barcelona fromcity    76
to O 76
doha tocity    76
.    O 76
need O 77
to O 77
book O 77
a O 77
flight return    77
from O 77
helsinki fromcity    77
to O 77
milan tocity    77
.    O 77
i O 78
need O 78
to O 78
book O 78
a O 78
flight return    78
from O 78
brussels fromcity    78
to O 78
bangkok tocity    78
.    O 78
hi O 79
claire. O 79
can O 79
you O 79
help O 79
me O 79
find O 79
a O 79
flight return    79
from O 79
tokio fromcity    79
to O 79
taipei tocity    79
? O 79
.    O 79
find O 80
me O 80
a O 80
flight return    80
from O 80
new fromcity    80
york fromcity    80
to O 80
chicago tocity    80
.    O 80
can O 81
you O 81
book O 81
me O 81
a O 81
flight return    81
from O 81
amsterdam fromcity    81
to O 81
madrid? tocity    81
.    O 81
i O 82
want O 82
a O 82
flight return    82
from O 82
berlin fromcity    82
to O 82
dusseldorf tocity    82
.    O 82
can O 83
i O 83
get O 83
a O 83
flight return    83
from O 83
london fromcity    83
to O 83
casablanca tocity    83
.    O 83
i'd O 84
like O 84
to O 84
book O 84
a O 84
flight return    84
from O 84
rome fromcity    84
to O 84
zurich tocity    84
.    O 84
i O 85
wanna O 85
book O 85
a O 85
flight return    85
from O 85
dubai fromcity    85
to O 85
kabul tocity    85
.    O 85
hola O 86
claire, O 86
please O 86
get O 86
me O 86
a O 86
comfortable preference    86
return return    86
ticket return    86
from O 86
thailand fromcountry    86
to O 86
sfo tocity    86
.    O 86
to O 87
italy tocountry    87
from O 87
lax fromcity    87
.    O 87
from O 88
lax fromcity    88
to O 88
italy tocountry    88
.    O 88
return return    89
ticket return    89
from O 89
italy fromcountry    89
to O 89
new tocity    89
york tocity    89
.    O 89
from O 90
jfk fromcity    90
to O 90
lax tocity    90
tomorrow date    90
that O 90
takes departurearrival    90
off departurearrival    90
before beforeafter    90
6pm time    90
and O 90
arrives departurearrival    90
